"Variable","Importance"
"MIR4313",0
"RN7SL319P",0
"UBE2Q2",0
"RN7SL510P",0
"FBXO22",0
"NRG4",0
"C15orf27",0
"ETFA",0
"ISL2",0
"SCAPER",0
"MIR3713",0
"RN7SKP217",0
"RCN2",0
"RN7SL278P",8.66923532898633e-05
"PSTPIP1",0
"TSPAN3",0
"PEAK1",0
"HMG20A",0
"LINGO1",0
"RN7SL214P",0
"TBC1D2B",0
"MIR1827",0
"SH2D7",0
"CIB2",-0.000563870776526378
"IDH3A",0
"ACSBG1",0
"DNAJA4",0
"WDR61",0
"CRABP1",0
"IREB2",0
"HYKK",0
"PSMA4",-0.000113366923532898
"CHRNA5",-0.000697243627741553
"CHRNA3",0
"CHRNB4",0
"ADAMTS7",0.000314908120924718
"MORF4L1",0
"CTSH",0
"RASGRF1",0.000112625963248371
"MIR184",0
"ANKRD34C",-1.25963248369887e-05
"TMED3",0
"KIAA1024",-2.74155305275636e-05
"MTHFS",0
"ST20",0.00018894487255483
"ST20.AS1",0
"C15orf37",0
"BCL2A1",0
"ZFAND6",0
"FAH",0
"LINC00927",0
"ARNT2",0
"ABHD17C",0
"KIAA1199",0.000194872554831061
"MESDC2",0
"MIR4514",0
"MESDC1",0
"C15orf26",0
"IL16",0
"STARD5",0
"TMC3",0
"MEX3B",0
"EFTUD1",-8.44694724362771e-05
"FAM154B",0
"RPS17",0
"UBE2Q2P2",0
"UBE2Q2P3",-3.11203319502074e-05
"CPEB1",0
"RPS17L",-2.96384113811499e-06
"AP3B2",0
"FSD2",0.000676496739774748
"WHAMM",0
"HOMER2",0
"C15orf40",0
"FAM103A1",0
"BTBD1",0
"MIR4515",0
"TM6SF1",0
"HDGFL3",0
"BNC1",0
"SH3GL3",0
"ADAMTSL3",-0.000248962655601659
"EFTUD1P1",0
"CSPG4P5",0
"GOLGA6L4",0
"GOLGA6L5",0
"RN7SL331P",0.000466804979253111
"UBE2Q2P1",-2.29697688203911e-05
"LINC00933",0.000197836395969175
"ZSCAN2",0
"SCAND2P",0
"WDR73",-2.66745702430349e-05
"NMB",0
"SEC11A",0
"ZNF592",0
"ALPK3",0
"SLC28A1",-6.29816241849446e-05
"PDE8A",0
"CSPG4P12",0
"RN7SL428P",0
"AKAP13",0
"KLHL25",0
"MIR1276",-1.40782454060462e-05
"MIR548AP",0
"AGBL1",0
"RNA5SP400",-2.51926496739774e-05
"LINC00052",0
"NTRK3",0
"MRPL46",0
"MRPS11",-9.48429164196796e-05
"DET1",-0.000205245998814463
"MIR1179",0
"AEN",0
"ISG20",0
"ACAN",-4.29756965026662e-05
"HAPLN3",-0.000180794309425014
"MFGE8",0
"ABHD2",-0.000145228215767635
"RLBP1",7.40960284528747e-06
"FANCI",-7.18731475992873e-05
"POLG",-7.9282750444577e-05
"LINC00925",-4.59395376407823e-05
"RHCG",0
"LINC00928",0.00019561351511559
"TICRR",0
"KIF7",0
"PLIN1",0
"PEX11A",-2.88974510966211e-05
"WDR93",9.18790752815657e-05
"MESP1",0.000101511558980439
"MESP2",0
"ANPEP",8.96561944279783e-05
"AP3S2",-1.40782454060462e-05
"MIR5094",0
"MIR5009",-0.00068687018375815
"C15orf38",0
"ZNF710",0
"MIR3174",-0.000264522821576764
"IDH2",0
"SEMA4B",0
"RN7SL346P",0
"CIB1",-0.000115589804386486
"GDPGP1",0.000378630705394192
"TTLL13",-5.18672199170123e-06
"NGRN",0
"GABARAPL3",-0.000327504445761707
"IQGAP1",0
"ZNF774",0
"CRTC3",-0.000386040308239478
"BLM",0
"RN7SL363P",0
"FURIN",0
"FES",0
"MAN2A2",-0.000282305868405454
"HDDC3",-5.03852993479548e-05
"UNC45A",0
"RCCD1",0
"PRC1",0
"VPS33B",0
"SV2B",0
"SLCO3A1",1.4819205690576e-05
"ST8SIA2",0
"C15orf32",0
"LINC00930",-4.22347362181386e-05
"FAM174B",0
"CHD2",0
"MIR3175",0
"RGMA",0
"MCTP2",0
"LINC00924",0
"NR2F2",0
"MIR1469",0
"RN7SKP254",0
"SPATA8",0
"RN7SKP181",0
"RN7SL677P",0
"RNA5SP401",0
"LINC00923",0
"ARRDC4",0
"FAM169B",0
"IGF1R",-9.9288678126852e-05
"MIR4714",0
"PGPEP1L",0
"SYNM",0
"TTC23",0
"LRRC28",0
"MEF2A",0
"LYSMD4",0
"DNM1P46",0
"RN7SL484P",0
"ADAMTS17",1.77830468286899e-05
"RNA5SP402",-5.92768227622997e-06
"CERS3",0
"SPATA41",8.37285121517484e-05
"LINS",0
"ASB7",0
"ALDH1A3",-0.000103734439834026
"LRRK1",0
"CHSY1",0
"VIMP",0.000180053349140487
"SNRPA1",-0.000249703615886189
"PCSK6",-0.000226733847065798
"DDX11L9",0
"DNM1P47",0
"FAM138E",0
"OR4F13P",-0.000112625963248371
"OR4F15",0
"OR4F4",-2.07468879668049e-05
"OR4F6",0
"RN7SL209P",0.000307498518079431
"TARSL2",0
"TM2D3",0
"WASH3P",0
"ARHGDIG",0
"AXIN1",0
"C16orf11",0
"CAPN15",0
"DDX11L10",0
"DECR2",0
"HBA1",0
"HBA2",0
"HBM",0
"HBQ1",0
"HBZ",0
"ITFG3",0
"LUC7L",0
"MIR3176",0
"MIR5587",0
"MPG",0
"MRPL28",0
"NHLRC4",0
"NME4",0.000620183758150563
"NPRL3",0
"PDIA2",0
"PIGQ",0.000112625963248371
"POLR3K",0
"RAB11FIP3",-6.59454653230585e-05
"RAB40C",0
"RGS11",0.00021265560165975
"RHBDF1",0
"SNRNP25",-0.000140782454060462
"TMEM8A",0
"WASH4P",0
"WASIR2",0
"C16orf13",0
"FAM195A",0.000180794309425015
"WDR90",0
"WFIKKN1",0
"RHOT2",-1.33372851215174e-05
"JMJD8",0
"RHBDL1",0
"STUB1",-1.40782454060462e-05
"FBXL16",0
"WDR24",0.000230438648488441
"METRN",0.000240812092471844
"CCDC78",0
"FAM173A",0
"HAGHL",0
"NARFL",0
"CHTF18",0
"GNG13",0
"MIR662",3.26022525192649e-05
"MSLNL",0.000112625963248371
"MSLN",0
"PRR25",0
"RPUSD1",0
"LMF1",0
"SOX8",0
"SSTR5",0
"C1QTNF8",-0.000174866627148785
"CACNA1H",0
"PRSS29P",0
"TPSAB1",0
"TPSB2",0
"TPSD1",0
"TPSG1",0
"UBE2I",-4.51985773562535e-05
"BAIAP3",0
"GNPTG",0
"TSR3",0
"UNKL",0
"C16orf91",-6.59454653230585e-05
"CCDC154",0
"CLCN7",0
"PTX4",0
"TELO2",-0.000128927089508002
"IFT140",0
"TMEM204",0
"CRAMP1L",0.000117071724955543
"HN1L",0
"MAPK8IP3",0
"MIR3177",0
"EME2",-0.000191167753408417
"MRPS34",0
"NME3",0
"NUBP2",0
"SPSB3",0
"HAGH",0
"IGFALS",0
"FAHD1",5.8535862477771e-05
"MEIOB",0
"HS3ST6",-0.000185981031416715
"MSRB1",0
"RPL3L",0
"NDUFB10",0
"RNF151",0
"RPS2",0
"SNHG9",-0.000156342620035567
"SNORA10",0
"TBL3",8.29875518672196e-05
"NOXO1",0
"GFER",0
"SYNGR3",2.22288085358624e-05
"NPW",0
"ZNF598",0
"RN7SL219P",0
"SLC9A3R2",0
"NTHL1",0.000122999407231773
"TSC2",0
"MIR1225",-6.66864256075872e-06
"PKD1",0
"CASKIN1",0.000101511558980438
"MIR4516",-0.000143005334914048
"RAB26",0
"TRAF7",0
"MLST8",0
"BRICD5",0
"PGP",0
"DNASE1L2",0
"E4F1",0
"ECI1",0
"RNPS1",0.000557943094250148
"MIR940",-0.000286010669828096
"MIR3677",0
"ABCA3",0
"MIR4717",0
"ABCA17P",0
"CCNF",0
"C16orf59",0
"NTN3",0.000542382928275045
"TBC1D24",0
"ATP6C",0
"ATP6V0C",0
"AMDHD2",0
"CEMP1",0
"MIR3178",0
"PDPK1",0.000425311203319503
"KCTD5",0
"PDPK1.1",0
"PRSS27",0
"SRRM2",0
"TCEB2",0
"PRSS33",-0.000217101363366923
"PRSS41",-9.63248369887371e-06
"PRSS21",0
"ZG16B",0
"PRSS30P",0
"PRSS22",0
"FLYWCH2",2.96384113811499e-05
"FLYWCH1",0
"KREMEN2",1.03734439834025e-05
"PAQR4",0
"PKMYT1",-0.000107439241256668
"LINC00514",0
"CLDN6",-0.000125963248369889
"CLDN9",0
"CCDC64B",0
"HCFC1R1",0
"THOC6",0
"TNFRSF12A",-0.000378630705394191
"MMP25",0.00024896265560166
"IL32",-0.000375666864256076
"ZSCAN10",0
"ZNF205",0
"ZNF213",0
"CASP16",0
"OR1F1",0
"ZNF200",2.22288085358624e-05
"MEFV",0
"ZNF263",0
"TIGD7",0
"ZNF75A",-6.37225844694722e-05
"OR2C1",0
"MTRNR2L4",0
"ZSCAN32",0
"ZNF174",0.000168197984588027
"ZNF597",-5.40901007705985e-05
"NAA60",8.66923532898645e-05
"C16orf90",-7.40960284528747e-07
"CLUAP1",-4.44576170717248e-06
"NLRC3",-5.70539419087146e-05
"SLX4",0
"DNASE1",-7.48369887374034e-05
"TRAP1",0
"CREBBP",-0.000184499110847658
"ADCY9",0
"SRL",7.9282750444577e-05
"TFAP4",0
"GLIS2",0
"PAM16",0
"CORO7",2.88974510966211e-05
"VASN",0
"DNAJA3",0
"NMRAL1",0
"HMOX2",0
"CDIP1",0
"C16orf96",-6.52045050385297e-05
"UBALD1",0
"MGRN1",-0.000120035566093656
"RN7SL850P",-7.11321873147597e-05
"NUDT16L1",0
"ANKS3",0
"C16orf71",9.26200355660933e-05
"ZNF500",-0.000214878482513338
"SEPT12",0
"SMIM22",0
"GLYR1",0
"ROGDI",-0.000301570835803201
"UBN1",0
"PPL",-0.000193390634262004
"SEC14L5",-0.000547569650266746
"NAGPA",-6.37225844694722e-05
"ALG1",0
"C16orf89",0
"FAM86A",0
"RBFOX1",0
"TMEM114",0
"METTL22",0
"ABAT",0
"RN7SL743P",0
"TMEM186",0
"PMM2",0
"C16orf72",0
"CARHSP1",0
"USP7",0.000242294013040902
"RNA5SP403",-0.000233402489626556
"RNA5SP404",0
"GRIN2A",0.000223029045643154
"RN7SL493P",0
"ATF7IP2",0
"EMP2",0
"TEKT5",0
"NUBP1",0
"TVP23A",0
"CIITA",0
"DEXI",-0.000224510966212211
"CLEC16A",0
"RMI2",-0.000295643153526971
"SOCS1",0
"TNP2",0
"PRM3",0
"PRM2",0
"PRM1",0.000234884410195613
"MIR548H2",-9.78067575577945e-05
"LITAF",0
"SNN",-7.18731475992884e-05
"TXNDC11",0
"ZC3H7A",0.000181535269709544
"BCAR4",0
"RSL1D1",0
"GSPT1",0
"TNFRSF17",0
"SNX29",6.4463544754001e-05
"CPPED1",-0.000188944872554832
"MIR4718",0.000122258446947243
"SHISA9",0
"ERCC4",0
"MKL2",0.000150414937759337
"MIR193B",7.78008298755184e-05
"MIR365A",0
"PARN",0
"RN7SL274P",0
"BFAR",0
"ABCC1",0
"ABCC6P1",0
"ABCC6",0
"ARL6IP1",0
"C16orf45",0
"FOPNL",0
"KIAA0430",0.00030823947836396
"MIR484",0
"MPV17L",0
"MYH11",0
"NDE1",0
"NOMO1",0
"NOMO2",0
"NOMO3",0
"NPIPA1",0
"NPIPA2",0
"NPIPA3",-0.000102252519264967
"NPIPA5",0
"NPIPA7",0
"NPIPA8",0
"NPIPP1",0
"NTAN1",0
"PDXDC1",0
"PKD1P5",-8.15056312981621e-06
"PKD1P6",0
"PLA2G10",0
"RPS15A",0
"RRN3",0
"XYLT1",0
"SMG1",0
"TMC7",0
"COQ7",0
"ITPRIPL2",0
"SYT17",0
"CLEC19A",0
"TMC5",0
"GDE1",0
"CCP110",-4.07528156490811e-05
"C16orf62",8.96561944279795e-05
"KNOP1",0
"IQCK",1.40782454060462e-05
"GPRC5B",0
"GPR139",0
"GP2",0
"UMOD",0
"PDILT",0
"ACSM5",0
"ACSM2A",0.000191167753408418
"ACSM2B",0
"ACSM1",0
"ACSM3",-1.03734439834036e-05
"THUMPD1",0
"ERI2",0
"DCUN1D3",0
"LYRM1",0
"DNAH3",0
"TMEM159",0
"ZP2",0
"ANKS4B",0
"CRYM",0
"C16orf52",0
"CDR2",0
"EEF2K",-0.000137077652637818
"IGSF6",0
"METTL9",0
"NPIPB3",0
"NPIPB4",0
"NPIPB5",2.22288085358624e-05
"OTOA",0
"PDZD9",0
"POLR3E",0
"RRN3P1",-0.000340841730883225
"RRN3P3",0
"SDR42E2",0
"SMG1P1",0
"UQCRC2",5.18672199170123e-06
"VWA3A",0
"HS3ST2",0
"USP31",0
"SCNN1G",0
"SCNN1B",0
"COG7",0
"RN7SKP23",-1.77830468286899e-05
"GGA2",0.000406046235921755
"EARS2",-4.6680497925311e-05
"UBFD1",0
"NDUFAB1",0
"PALB2",0
"DCTN5",0
"PLK1",0
"ERN2",0
"CHP2",0
"PRKCB",0
"CACNG3",-6.52045050385297e-05
"RBBP6",0.000583876704208655
"TNRC6A",0
"SLC5A11",0
"ARHGAP17",0
"LCMT1",0
"RN7SL557P",0
"AQP8",0
"ZKSCAN2",0
"HS3ST4",0
"MIR548W",0
"RNA5SP405",0.000137077652637818
"C16orf82",6.59454653230585e-05
"KDM8",2.14878482513337e-05
"NSMCE1",0
"IL4R",0
"IL21R",0
"GTF3C1",0
"KIAA0556",0
"GSG1L",0
"XPO6",0
"SBK1",0
"NPIPB6",0.000321576763485476
"CLN3",-3.48251333728511e-05
"EIF3CL",0
"NPIPB7",0
"APOBR",3.40841730883223e-05
"IL27",0
"NUPR1",5.18672199170123e-06
"CCDC101",0
"SULT1A2",-0.000234143449911086
"SULT1A1",0
"ATP2A1",0
"ATXN2L",0
"CD19",0
"EIF3C",0
"LAT",0
"MIR4517",0
"MIR4721",2.66745702430349e-05
"NFATC2IP",5.92768227622997e-06
"NPIPB8",0
"NPIPB9",0.000264522821576764
"RABEP2",0
"RRN3P2",-0.000116330764671013
"SH2B1",0
"SPNS1",0
"TUFM",-2.29697688203911e-05
"SNX29P2",0
"NPIPB11",-0.00015411973918198
"ALDOA",-4.07528156490811e-05
"ASPHD1",0
"BOLA2B",0
"BOLA2",-5.5572021339656e-05
"C16orf54",0
"C16orf92",0
"CDIPT",0
"CORO1A",-3.63070539419086e-05
"DOC2A",-3.63070539419086e-05
"FAM57B",-6.96502667457022e-05
"GDPD3",0
"HIRIP3",0
"INO80E",0
"KCTD13",0
"KIF22",0
"MAPK3",0.000422347362181388
"MAZ",0
"MVP",-7.40960284528747e-06
"PAGR1",0
"PPP4C",0
"PRRT2",0
"QPRT",0
"RN7SKP127",0
"SEZ6L2",0
"SLX1A",9.48429164196796e-05
"SLX1B",0
"SPN",0
"SULT1A3",0
"SULT1A4",6.00177830468285e-05
"TAOK2",0
"TBX6",0
"TMEM219",0
"YPEL3",0
"ZG16",0.000431979845880261
"CD2BP2",0
"TBC1D10B",0
"MYLPF",0
"SEPT1",0
"ZNF48",0
"ZNF771",0
"DCTPP1",0
"SEPHS2",0.000309721398933016
"ITGAL",0
"MIR4518",0.000620183758150563
"ZNF747",0
"ZNF768",0.000197095435684648
"ZNF764",0
"ZNF688",0
"ZNF785",0
"ZNF689",0
"FBRS",0
"PRR14",0.000350474214582099
"SRCAP",2.44516893894486e-05
"PHKG2",0.000170420865441613
"C16orf93",0
"RNF40",0
"ZNF629",-0.000119294605809129
"BCL7C",0
"MIR4519",0
"MIR762",-4.44576170717248e-06
"CTF1",0
"FBXL19",0.000317131001778306
"ORAI3",2.22288085358624e-05
"SETD1A",0
"HSD3B7",-6.81683461766458e-05
"STX1B",-3.85299347954948e-05
"STX4",-0.000307498518079431
"ZNF668",0
"PRSS53",0
"ZNF646",0.00024822169531713
"VKORC1",0
"BCKDK",-5.92768227622997e-06
"KAT8",0
"PRSS8",0
"PRSS36",0
"FUS",0.000297866034380557
"C16orf98",0
"PYCARD",0
"PYDC1",0
"TRIM72",0
"ITGAM",0
"ITGAX",0
"ITGAD",0
"COX6A2",0
"ZNF843",0
"ARMC5",0
"TGFB1I1",0
"SLC5A2",0
"C16orf58",0.000174866627148785
"AHSP",0
"CLUHP3",4.44576170717248e-06
"ZNF720",0
"ANKRD26P1",0
"ARHGAP23P1",0
"HERC2P4",0
"HERC2P5",0
"HERC2P8",0
"LINC00273",0
"RNA5SP406",0
"RNA5SP407",0
"RNA5SP408",0
"RNA5SP409",0
"RNA5SP410",7.55779490219322e-05
"RNA5SP413",0
"RNA5SP415",0
"RNA5SP416",0
"RNA5SP417",0
"RNA5SP418",0
"RNA5SP419",0
"RNA5SP420",0
"RNA5SP421",0
"RNA5SP422",0
"RNA5SP423",0
"SLC6A10P",0
"TP53TG3B",0
"TP53TG3C",-1.63011262596324e-05
"TP53TG3D",0
"TP53TG3",0
"ZNF267",8.89152341434496e-06
"SHCBP1",0
"VPS35",0
"ORC6",0
"MYLK3",0.000145228215767635
"C16orf87",0
"GPT2",0
"DNAJA2",0
"NETO2",0
"ITFG1",0
"RNA5SP424",0
"PHKB",0
"RNA5SP425",0.000163752222880854
"ABCC12",0
"ABCC11",0
"LONP2",0
"SIAH1",0.000271191464137521
"N4BP1",0
"CBLN1",0
"C16orf78",0
"ZNF423",0
"CNEP1R1",0
"HEATR3",0
"RNY4P3",0
"PAPD5",0.000238589211618258
"ADCY7",0
"BRD7",0
"NKD1",0
"SNX20",0
"NOD2",0
"CYLD",-0.00017190278601067
"RNA5SP426",0
"SALL1",0
"HNRNPA1P48",0
"RN7SKP142",0
"C16orf97",0
"LINC00919",0
"TOX3",0.00034899229401304
"CASC16",0
"CHD9",0
"RNA5SP427",0
"RBL2",0
"AKTIP",-5.63129816241847e-05
"RPGRIP1L",0
"FTO",0
"IRX3",0
"CRNDE",0
"IRX5",0
"RN7SL841P",0
"IRX6",0
"MMP2",0
"LPCAT2",0
"CAPNS2",0
"SLC6A2",0
"CES1P1",0
"CES1",0
"CES5A",0
"GNAO1",0
"MIR3935",0
"AMFR",-1.48192056905749e-06
"NUDT21",0
"OGFOD1",0
"BBS2",0
"MT4",0
"MT3",0
"MT2A",0
"MT1L",0
"MT1E",0
"MT1M",0
"MT1JP",0
"MT1A",0
"MT1DP",0
"MT1B",6.52045050385297e-05
"MT1F",0
"MT1G",0
"MT1H",0
"MT1X",0
"NUP93",0
"SLC12A3",0
"HERPUD1",0
"CETP",0
"NLRC5",0
"CPNE2",0
"FAM192A",0.000152637818612923
"RSPRY1",-0.000464582098399525
"ARL2BP",0
"PLLP",-0.000125222288085357
"CCL22",0
"CX3CL1",0
"CCL17",0
"CIAPIN1",0
"COQ9",1.03734439834025e-05
"POLR2C",0
"DOK4",0
"CCDC102A",-9.41019561351508e-05
"GPR114",0.000249703615886189
"GPR56",-4.37166567871961e-05
"GPR97",0
"CCDC135",0
"KATNB1",0
"KIFC3",0
"CNGB1",0.000158565500889152
"TEPP",0
"USB1",-1.18553645524599e-05
"ZNF319",0
"MMP15",0
"C16orf80",0
"CSNK2A2",0
"RN7SL645P",0.00020154119739182
"CCDC113",0
"PRSS54",0
"GINS3",0
"NDRG4",-0.000208209839952578
"SETD6",0
"CNOT1",-0.000154860699466508
"SLC38A7",-9.18790752815646e-05
"GOT2",0
"RN7SL143P",-4.44576170717248e-06
"CDH8",0
"RN7SKP76",0
"CDH11",0
"LINC00922",0
"RNA5SP428",0
"CDH5",5.18672199170123e-06
"LINC00920",0
"BEAN1",0.000548310610551275
"TK2",0
"CKLF",0
"CMTM1",0
"CMTM2",0
"CMTM3",0
"CMTM4",0
"DYNC1LI2",0.000689093064611737
"CCDC79",1.55601659751037e-05
"NAE1",-4.14937759336098e-05
"CA7",0
"PDP2",-7.18731475992884e-05
"CDH16",0
"RRAD",-0.000122999407231772
"FAM96B",0
"CES2",0
"CES3",-0.000174125666864255
"CES4A",0
"RN7SL543P",1.40782454060462e-05
"CBFB",-4.51985773562535e-05
"C16orf70",0
"B3GNT9",0
"FBXL8",0
"TRADD",0
"HSF4",0
"NOL3",0
"KIAA0895L",0
"EXOC3L1",0
"E2F4",0
"ELMO3",0
"MIR328",0.000131890930646118
"LRRC29",0
"TMEM208",1.55601659751037e-05
"FHOD1",-9.78067575577945e-05
"SLC9A5",0
"PLEKHG4",0
"KCTD19",0
"RN7SKP118",0
"LRRC36",0
"TPPP3",0
"ZDHHC1",0
"HSD11B2",0
"ATP6V0D1",0
"AGRP",0
"FAM65A",0
"CTCF",0
"RLTPR",0
"ACD",0
"C16orf86",0
"ENKD1",0
"PARD6A",-0.000324540604623591
"GFOD2",0
"RANBP10",0
"TSNAXIP1",0
"CENPT",0.00078245406046236
"THAP11",0
"NUTF2",0
"EDC4",0
"NRN1L",0
"PSKH1",0
"CTRL",0
"PSMB10",0
"LCAT",-9.78067575577945e-05
"SLC12A4",0
"DPEP3",0
"DPEP2",0
"DUS2L",0
"DDX28",0
"NFATC3",0.000423829282750444
"ESRP2",-4.37166567871961e-05
"PLA2G15",0
"SLC7A6",0
"SLC7A6OS",0
"PRMT7",0
"SMPD3",6.74273858921159e-05
"ZFP90",-3.11203319502074e-05
"CDH3",5.77949021932422e-05
"CDH1",2.81564908120924e-05
"RNA5SP429",0.000251926496739775
"TANGO6",0.000125222288085359
"RPS2P45",0
"HAS3",0
"CHTF8",0
"CIRH1A",0
"SNTB2",0
"VPS4A",0
"COG8",-0.000125963248369888
"PDF",0
"NIP7",0
"TMED6",0
"TERF2",0.000272673384706581
"CYB5B",0
"MIR1538",-8.74333135743932e-05
"NFAT5",-4.29756965026673e-05
"NQO1",0.000112625963248371
"NOB1",-3.77889745109661e-05
"WWP2",0
"MIR140",0
"CLEC18A",0
"CLEC18C",0
"PDPR",0
"PDXDC2P.NPIPB14P",0
"AARS",0
"EXOSC6",3.63070539419086e-05
"RN7SL279P",0
"DDX19B",0
"DDX19A",2.14878482513337e-05
"ST3GAL2",-6.89093064611734e-05
"FUK",0
"COG4",3.48251333728511e-05
"SF3B3",0
"SNORD111B",0
"IL34",0
"MTSS1L",0
"VAC14",-0.000164493183165383
"HYDIN",0
"RNU6ATAC25P",0
"FTSJD1",0
"CALB2",0
"ZNF23",1.03734439834025e-05
"ZNF19",-0.0002422940130409
"CHST4",0
"TAT",-0.000304534676941316
"MARVELD3",-5.92768227622997e-06
"PHLPP2",0
"SNORA70D",0
"AP1G1",0.000151155898043864
"SNORD71",0
"ATXN1L",0
"ZNF821",0
"IST1",0
"PKD1L3",0
"DHODH",0
"TXNL4B",0
"HPR",0
"HP",0
"DHX38",0
"PMFBP1",0
"ZFHX3",0
"HCCAT5",0
"C16orf47",0
"CLEC18B",0.000187462951985773
"NPIPB15",0
"PSMD7",0
"GLG1",-2.59336099585061e-05
"RFWD3",0
"MLKL",0
"FA2H",0
"WDR59",0
"ZNRF1",0
"LDHD",0
"ZFP1",0
"CTRB1",0
"CTRB2",0
"BCAR1",0
"CFDP1",0
"TMEM170A",0
"CHST6",-0.00021932424422051
"CHST5",0
"TMEM231",0
"GABARAPL2",0
"ADAT1",0.000347510373443984
"KARS",0
"TERF2IP",0
"RN7SL520P",0
"RNA5SP430",-2.22288085358624e-06
"CNTNAP4",0
"RN7SKP233",0
"MIR4719",-0.000205245998814463
"MON1B",0
"SYCE1L",0
"ADAMTS18",-0.000430497925311203
"NUDT7",0
"VAT1L",0
"CLEC3A",0
"WWOX",-0.000269709543568465
"RNA5SP431",0
"MAF",8.52104327208059e-05
"DYNLRB2",-0.000188944872554832
"CDYL2",0
"CMC2",-8.00237107291046e-05
"CENPN",-0.000124481327800829
"ATMIN",0
"C16orf46",5.92768227622997e-06
"GCSH",0.000271932424422051
"PKD1L2",-0.000342323651452282
"BCMO1",-1.92649673977474e-05
"GAN",0.000515708358032009
"MIR4720",-0.000140782454060463
"CMIP",0
"PLCG2",-0.000301570835803201
"SDR42E1",0
"HSD17B2",0
"MPHOSPH6",0
"RN7SKP190",-0.000307498518079431
"CDH13",0
"RN7SL134P",0.000101511558980438
"MIR3182",0
"HSBP1",0
"MLYCD",0
"OSGIN1",0
"NECAB2",-0.000301570835803201
"MBTPS1",1.03734439834025e-05
"RNA5SP432",4.89033787788984e-05
"SLC38A8",0
"HSDL1",0
"DNAAF1",0
"ADAD2",0
"ATP2C2",0
"COTL1",0
"CRISPLD2",0
"KCNG4",0
"KLHL36",0
"RNA5SP433",0
"TAF1C",0.000187462951985774
"TLDC1",0
"USP10",0
"WFDC1",0
"ZDHHC7",-0.000436425607587433
"KIAA0513",3.40841730883223e-05
"FAM92B",0
"LINC00311",-0.000200059276822764
"MIR5093",0.000159306461173681
"GSE1",0
"RN7SL381P",-0.000251185536455246
"GINS2",0
"C16orf74",0
"MIR1910",0
"EMC8",-0.000118553645524601
"COX4I1",-2.59336099585061e-05
"IRF8",0
"LINC00917",0
"FENDRR",0
"FOXF1",0
"MTHFSD",-0.000231179608772971
"FOXC2",0
"FOXL1",-0.0005979549496147
"C16orf95",0
"FBXO31",0
"MAP1LC3B",0
"ZCCHC14",3.55660936573798e-05
"JPH3",0
"KLHDC4",0
"SLC7A5",0
"CA5A",0
"BANP",0
"ZNF469",0
"ZFPM1",0
"ACSF3",0
"APRT",0
"CBFA2T3",-0.000517931238885596
"CDH15",0
"CDT1",0
"CTU2",0.000240071132187315
"CYBA",0
"GALNS",0
"IL17C",0.00037937166567872
"LINC00304",0
"MIR4722",0
"MIR5189",0
"MVD",0
"PABPN1L",0
"PIEZO1",0
"RNF166",0
"SLC22A31",-6.4463544754001e-05
"SNAI3",0.000343064611736811
"TRAPPC2L",0
"ZC3H18",0.000622406639004149
"ZNF778",0
"ANKRD11",0.000143746295198577
"AFG3L1P",0
"C16orf3",0
"CDK10",0
"CENPBD1",-0.000720213396561944
"CHMP1A",0.000337877889745111
"CPNE7",0
"DBNDD1",0
"DEF8",-0.00031416716064019
"DPEP1",-0.000137818612922347
"FAM157C",0
"FANCA",0
"GAS8",0
"MC1R",0.00010669828097214
"PRDM7",0
"RPL13",-0.000257113218731477
"SNORD68",0
"SPATA2L",-0.00014226437462952
"SPATA33",0
"SPG7",0
"SPIRE2",0
"TCF25",0
"TUBB3",0
"TUBB8P7",0
"URAHP",0
"VPS9D1",0
"ZNF276",0
"ABR",0
"C17orf97",0
"DBIL5P",0
"DOC2B",0
"FAM101B",-0.000244516893894486
"FAM57A",0
"GEMIN4",0
"GLOD4",0
"MIR3183",0
"NXN",0
"RNMTL1",0
"RPH3AL",0
"TIMM22",0
"VPS53",-0.000128927089508002
"BHLHA9",0
"TUSC5",0
"YWHAE",0
"CRK",0
"MYO1C",0
"INPP5K",0
"PITPNA",0
"SLC43A2",6.52045050385297e-05
"RN7SL105P",0
"SCARF1",-3.70480142264373e-05
"RILP",0
"PRPF8",0
"MIR22HG",0
"TLCD2",0.000188203912270302
"WDR81",-0.000119294605809128
"SERPINF2",0
"SERPINF1",0
"SMYD4",0
"RPA1",0
"RTN4RL1",0
"DPH1",0
"OVCA2",-1.63011262596335e-05
"HIC1",0
"MIR132",0
"MIR212",0
"SMG6",0
"RN7SL624P",0
"SRR",1.55601659751037e-05
"SNORD91A",1.92649673977474e-05
"SNORD91B",0
"TSR1",0
"SGSM2",0
"MNT",0
"METTL16",0
"RN7SL33P",0
"PAFAH1B1",0
"RN7SL608P",0
"CLUH",0.000145969176052164
"MIR1253",0
"RN7SL605P",0
"RAP1GAP2",0
"OR1D2",8.00237107291046e-05
"OR1D5",0.000103734439834026
"OR1G1",-5.18672199170123e-06
"OR1A2",0
"OR1A1",0
"OR1D4",9.85477178423233e-05
"OR3A2",0
"OR3A1",0
"OR3A4P",0
"OR1E1",0
"OR3A3",0
"OR1E2",0
"SPATA22",0
"ASPA",0
"TRPV3",0.000203764078245405
"SHPK",0
"TRPV1",0.000271191464137523
"CTNS",0
"EMC6",0
"P2RX5",0
"TAX1BP3",0
"ITGAE",-2.07468879668049e-05
"GSG2",0
